Company,Country,Product,Address,Phone_Number,Sajt
PC Time,Saudi Arabia,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  TV Tuner Dongle ,  USB Charger ,  Chassis ,  Thermal Solution ,  Power Supply ,  Optical Device","Fayd As Samaa, Platinum Plaza South Building, 4th Floor, Jeddah, Saudi Arabia",+966-12-6532116,http://www.pctime.com.sa/
A MAZE DOO,Serbia,"Motherboard ,  Graphics Card ,  ARM Server",Prote Mateje 48-2 11000 Beograd,+381 11 3862284,http://www.a-maze.co.rs/
Adverta ComputerShop,Serbia,"Motherboard ,  Graphics Card ,  Tower Server ,  ARM Server",Cara Lazara 36 36000 Beograd,+381 36 322133,http://www.adverta.rs/
AUM Group Computers,Serbia,"Motherboard ,  Graphics Card",Gogoljeva 27 21000 Beograd,+381 21 547171,http://www.aum.rs/
Beocomp,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  High Performance Computing System ,  ARM Server",Djakovačka 15 11000 Beograd Beograd,+381 11 3809460,http://www.bcc.co.rs/
CENTAR ELECTRONIC d.o.o.,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution",ŠTROSMAJEROVA 10 24000 Subotica Vojvodina,+3 81 24671630,http://www.centarelectronic.rs/
Computer Shop INFO-GRAF S.Z.T.R.,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  Tower Server ,  High Performance Computing System ,  ARM Server",Rumenacka 29 21000 Novi Sad Vojvodina,+381 21 6317713,
DESK,Serbia,"Motherboard ,  Graphics Card",Bulevar despota Stefana 110 Beograd Beograd,011/3292-140,http://www.desk.rs/
DPM Computers d.o.o,Serbia,"Motherboard ,  Graphics Card",Lomina 13/2 11000 Beograd,+3 811 13067055,http://www.dpm.rs/
Easy Computers J2M doo,Serbia,"Motherboard ,  Graphics Card",Veljka Petrovica 67 11030 Čukarica Beograd,+381 11 2399104,http://www.easy.rs/
EmmiHouse,Serbia,"Motherboard ,  Graphics Card",Kozjačka 4 11000 Beograd Beograd,+(381) 011/369 90 74,
GIGATRON,Serbia,"Motherboard ,  Graphics Card",G1 Banovo Brdo - Kirovljeva 17 Beograd Beograd Beograd,011/ 3541-378,http://www.gigatronshop.com/
K-office d.o.o.,Serbia,"Motherboard ,  Graphics Card",Harambašićeva 16 24000 Ada Vojvodina,+381 24 670920,http://www.k-office.co.rs/
LINGO,Serbia,"Motherboard ,  Graphics Card ,  High Performance Computing System",Atinska bb 34000 Beograd,+381 34 346050,http://www.lingo.nadlanu.com/
List Computers,Serbia,"Motherboard ,  Graphics Card",Nemanjina 32 11000 Savski Venac Beograd,+11 3619 192,http://www.list.co.rs/
List Computers doo,Serbia,"Motherboard ,  Graphics Card",Cara Dusana 212 11080 Zemun Beograd,+381 11 3535555,http://www.list.rs/
MILSoft Computers,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  ARM Server",Strumicka 28 A 11000 Beograd,+381 11 2430039,http://www.milsoft.co.rs/
MonitorSystem d.o.o.,Serbia,"Motherboard ,  Graphics Card",Kumanovska 14 11000 Vračar Beograd,+381 11 3086979,http://wwww.monitor.rs/
NET,Serbia,"Motherboard ,  Graphics Card ,  Tower Server ,  ARM Server",Bul.Kraljice Marije 2 34000 Beograd,+381 34 300777,http://www.netcomputershop.net/
ORION COMPUTERS SZTR.,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  ARM Server",SINDJELICEVA 84A 21220 Beograd,+381 021 6919115,http://www.orioncomputers.co.rs/
PC Diskont d.o.o.,Serbia,"Motherboard ,  Graphics Card ,  ARM Server",Mirjevski Bulevar 41ž 11000 Zvezdara Beograd,+3 811 12970011,http://www.pcdiskont.rs/
PC Practic,Serbia,"Motherboard ,  Graphics Card",Durmitorska 3a 11000 Beograd Beograd,+(381) 011/404 5780,
PIN COMPUTERS DOO,Serbia,"Motherboard ,  Graphics Card","Zrenjaninski put 8, 21000 Novi Sad, Srbija",,http://www.pinsoft.com/
PIXEL D.O.O.,Serbia,"Motherboard ,  Graphics Card ,  Tower Server ,  ARM Server",Stevana Mokranjca 37 21000 Banjica Beograd,+381 21 4774032,http://www.pixelcomp.co.rs/
PIXEL D.O.O.,Serbia,"Motherboard ,  Graphics Card",Stevana Mokranjca 37 21000 Novi Sad Vojvodina,+381 21 4774032,http://www.pixel.rs/
S CENTAR,Serbia,"Motherboard ,  Graphics Card",Koste Andrica bb 14000 Valjevo Zapadna Srbija,+3 811 4228297,http://www.scentar.com/
Spress Music S.R.,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  Tower Server ,  High Performance Computing System ,  ARM Server",Kosovska 23 Pozarevac 12000 Beograd,+381 12 541271,http://www.spressmusic.rs/
STUR Cybernet,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  Tower Server ,  ARM Server",Radetova bb 18360 Beograd,+381 18 821215,http://www.cnet.co.yu/
SZTR Taurus,Serbia,"Motherboard ,  Graphics Card ,  ARM Server",4. Juli bb 19000 Zaječar Istočna Srbija,+381 19 425172,
TiCo Computers,Serbia,"Motherboard ,  Graphics Card ,  Tower Server ,  High Performance Computing System ,  ARM Server",Cara Dušana 65 18000 Beograd,+381 18 514446,http://www.tico.rs/
Uspon doo,Serbia,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Mouse",Gradsko Šetalište 57 32000 Čačak Zapadna Srbija,032.340.410,http://www.uspon.rs/
VERITAS D.O.O.,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  Tower Server ,  High Performance Computing System ,  ARM Server",Nikole Pašića 21 18000 Niš Južna Srbija,+381 18 512772,http://www.veritasnis.com/
VV INFO D.O.O.,Serbia,"Motherboard ,  Graphics Card",Branka Radicevica 20/15 34000 Požega Zapadna Srbija,+381 34 363636,http://www.vvinfo.co.rs/
WinWin,Serbia,"Motherboard ,  Graphics Card",11000 Beograd Beograd,+(381) 0700 330 330,
WIZARD COMPUTERS,Serbia,"Motherboard ,  Graphics Card ,  Thermal Solution ,  ARM Server",Mirijevski Venac 34a 11000 Beograd,+381 11 3423787,http://www.wizardcomputers.rs/
Alza.sk,Slovak Republic,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Keyboard ,  Mouse ,  Speaker ,  Headset ,  TV Tuner Dongle ,  USB Charger ,  Chassis ,  Power Supply ,  TV Tuner Card ,  Mini-PC Barebone (BRIX) ,  Wireless Product",Bottova 7 81109 Bratislava Bratislavský kraj,,http://www.alza.sk/
Complus,Slovak Republic,"Motherboard ,  Graphics Card",Hlavné námestie 4158/18A 97901 Rimavská Sobota Banskobystrický kraj,+421 047 5626390,http://www.complusrs.sk/
Datacom s.r.o.,Slovak Republic,"Motherboard ,  Graphics Card ,  TV Tuner Dongle ,  Chassis ,  Thermal Solution ,  Power Supply ,  TV Tuner Card",Moldavská cesta 49 Košice Košický kraj,,http://www.datacomp.sk/
Dušan König pcForce,Slovak Republic,"Motherboard ,  Graphics Card ,  Tower Server ,  ARM Server",Námestie baníkov 2 97251 Handlová Trenčiansky kraj,+421 46 5466647,http://www.pcforce.sk/
EDIS s.r.o.,Slovak Republic,"Motherboard ,  Graphics Card ,  TV Tuner Dongle ,  Chassis ,  Power Supply",Horný Val 9/19 01001 Žilina Žilinský kraj,+421415007052,
Extreme Computers,Slovak Republic,"Motherboard ,  Graphics Card ,  Thermal Solution ,  Tower Server",Hviezdoslavovo námestie 213 029 01 Námestovo Žilinský kraj,+4 214 35581567,http://www.extremecomp.sk/
Fatality Overclocked Computers,Slovak Republic,"Motherboard ,  Graphics Card",Alžbetin Dvor - Hlavná 20 90042 Bratislava Bratislavský kraj,+421 902 529 925,http://fatality-occ.sk/
"INTERDUM,s.r.o.",Slovak Republic,"Motherboard ,  Graphics Card ,  Tower Server ,  ARM Server","Nám.osloboditeľov 1, 07101 Michalovce 07101 Michalovce Košický kraj",+421 902 966490,http://www.interdum.sk/
Ján Hurtiš - AVIP,Slovak Republic,"Motherboard ,  Graphics Card ,  Thermal Solution",Nábrežná 4 97104 Prievidza Trenčiansky kraj,+421 46 2388121,http://www.halier.sk/
Jaroslav Šorman KEYSOFT,Slovak Republic,"Motherboard ,  Graphics Card","Bojnická cesta 32, Kanianka 97217 Prievidza Trenčiansky kraj",+4 219 11052692,http://www.keyware.sk/
J-idea vypoctova technika,Slovak Republic,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Keyboard ,  Mouse",M.R.Stefanika 7 96212 Detva Banskobystrický kraj,+421455454105,http://www.j-idea.sk/
JP COMP,,"Motherboard ,  Graphics Card",Francisciho 2 Rimavská Sobota Banskobystrický kraj,,
JP Consulting,Slovak Republic,"Motherboard ,  Graphics Card ,  Thermal Solution ,  Tower Server ,  High Performance Computing System ,  ARM Server","Ul. Hatvaniho - predajňa, Rimavská Sobota 979 01 Rimavská Sobota Banskobystrický kraj",+421 47 5633311,http://www.jpnet.sk/
Miroslav Fabo - arkon,Slovak Republic,"Motherboard ,  Graphics Card",Strojárska 359/4 96601 Hliník nad Hronom Banskobystrický kraj,,http://www.arkon.sk/
nanoTECH s.r.o.,Slovak Republic,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  Keyboard ,  Mouse",Zemplínska 15 08001 Prešov Prešovský kraj,+421514525360,http://www.citycomp.sk/
PP COMP s.r.o.,Slovak Republic,"Motherboard ,  Graphics Card",SNP 142 05921 Poprad Prešovský kraj,+421 52 7757213,http://www.ppcomp.sk/
"PROGRESS SYSTEMS, s.r.o.",Slovak Republic,"Motherboard ,  Graphics Card ,  Tower Server ,  High Performance Computing System ,  ARM Server",Severna 16 07101 Michalovce Košický kraj,,http://www.p-s.sk/
Riniko s.r.o.,Slovak Republic,"Motherboard ,  Graphics Card ,  Laptop ,  Power Supply",BUKOVÁ 47 919 10 Buková Trnavský kraj,+421 23 352 7613,http://riniko.eu/
RodoComp,Slovak Republic,"Motherboard ,  Graphics Card ,  Tower Server ,  High Performance Computing System ,  ARM Server",Pasáž č.4 07101 Michalovce Košický kraj,+421 56 6424183,http://www.rodocomp.sk/
GAME STORES IBERIA S.L,Spain,"Motherboard ,  Graphics Card ,  Laptop ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply","c/ Virgilio, 7-9 – Pozuelo de Alarcón -28223 – España c/ Virgilio, 7-9 – Pozuelo de Alarcón -28223 – España",+34-913 300 100,http://www.game.es/
Life Informatica,Spain,"Motherboard ,  Graphics Card ,  Laptop ,  Chassis","Sepúlveda, 173 | 08011 (Barcelona) Without province",93 390 02 90,https://tienda.lifeinformatica.com/
Media Markt,Spain,"Motherboard ,  Graphics Card ,  Laptop ,  Keyboard ,  Mouse ,  Headset ,  Chassis ,  Thermal Solution ,  Power Supply","C/ Garrotxa, 2-4, 2ª - Edificio Océano II, 08820, El Prat de",+34-902102573,http://www.mediamarkt.es/
PcComponentes,Spain,"Motherboard ,  Graphics Card","Avda. Europa, Parcela 2-5 y 2-6. Polígono industrial Las Salinas 30840-Alhama de Murcia, Murcia. Without province",,https://www.pccomponentes.com/
Redline Technologies (P) Ltd,Sri Lanka,"Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply","#3-52, 3rd Floor Majestic City Colombo 4",+94-011 2 555 262,http://www.redlinetech.lk/
128bit,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis",Tallkrogsplan 93 122 60 Enskede,+46-86596830,http://128bit.se/search.php?article_name=gigabyte
Alina Systems (Enköping),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Vagnsgatan 2, 745 37 Enköping",,http://www.alina.se/Produkt.aspx?Search=gigabyte
Alina Systems (HQ),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Kungsgatan 113, 753 18 Uppsala",+46-18-129081,http://www.alina.se/Produkt.aspx?Search=gigabyte
Alina Systems (Norrköping),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Kungsgatan 12, 602 20 Norrköping",,http://www.alina.se/Produkt.aspx?Search=gigabyte
Alina Systems (Östersund),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Storgatan 40, 831 30 Östersund",,http://www.alina.se/Produkt.aspx?Search=gigabyte
Alina Systems (Uppsala -1),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Stångjärnsgatan 10, 753 23 Uppsala",,http://www.alina.se/Produkt.aspx?Search=gigabyte
Alina Systems (Uppsala -2),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Kungsgatan 47, 753 21 Uppsala",,http://www.alina.se/Produkt.aspx?Search=gigabyte
Databutiken,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply","Linnegatan 36A, 402 34 Göteborg",+46-317041666,http://databutiken.webmercs.com/
DataByrån,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Hyvelgatan 12, 62141 Visby, Sverige",+46-498202890,http://www.databyran.nu/
DataTema,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply","Kyrkogatan 9, 662 31 Åmål",+46-53218848,http://www.datatema.se/
DatorFixarna,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Storgatan 52, 94132 Piteå, Sverige",+46-91117890,http://datorfixarna.com/catalog/advanced_search_result.php?keywords=gigabyte
ELJI Elektronik AB,Sweden,"Motherboard ,  Graphics Card","Myggenäs gård, 471 60 Myggenäs, Sweden",+46-304-669950,http://www.elji.se/
Greattech,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply","Lindhagensterrassen 5, 112 18 Kungsholmen",+46-8-6044645,http://www.greattech.se/
Inet,Sweden,"Motherboard ,  Graphics Card","Hantverksvägen 15, 436 33 Askim",+46-31652700,http://www.inet.se/sok/gigabyte
Kleve PC Center,Sweden,"Motherboard ,  Graphics Card","Rudsvägen 30, 654 63 Karlstad",+46-54-154900,http://www.klevepccenter.se/
MISCO AB,Sweden,"Motherboard ,  Graphics Card","Traversgatan 10, S-531 40 Lidköping",+46-510-485000,http://www.misco.se/
MrPC,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Järnvägsgatan 8, 686 30 Sunne",+46-565-13260,http://mrpc.se/advanced_search_result.php?keywords=gigabyte
Net2World,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Nobelvägen 111, 214 33 Malmö, Sweden",+46-40-6111136,http://www.net2world.se/
NetOnNet (Helsingborg),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Andesitgatan 16, 254 68 Helsingborg",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Hisings Backa),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Exportgatan 20, 422 46 Hisings Backa",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (HQ),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Bockasjögatan 12, 504 30 Borås",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Järfälla),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Kontovägen 3, 175 62 Järfälla",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Kalmar),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Dösebackevägan 5, 392 39 Kalmar",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Kristianstad),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Sävvägen 4, 291 59 Kristianstad",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Linköping),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Tjälvegatan 5, 582 78 Linköping",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Malmö),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Ågatan 1, 212 25 Malmö",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Norsborg),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Fågelviksvägen 5 (Slagsta), 145 53 Norsborg",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Örebro),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Åbyvägen 1, 702 27 Örebro",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Ullared),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Norrbyvägen 7, 310 60 Ullared",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Umeå),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Bruksvägen 5, 906 21 Umeå",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Uppsala),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Åkaregatan 10, 754 54 Uppsala",+46-33488488,http://netonnet.se/search?query=gigabyte
NetOnNet (Västerås),Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse","Metallverksgatan 13, 721 30 Västerås",+46-33488488,http://netonnet.se/search?query=gigabyte
OverClockers,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply","Kräftgatan 11, 973 34 Luleå",+46-92077580,http://overclockers.se/
PC-Doctorn,Sweden,Graphics Card,"Drottninggatan 7, 251 21 Helsingborg",+46-42-3116100,http://www.pcdoctorn.se/
Prim Logic AB,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Marumsgatan 16, 53232 Skara",+46-565-13260,http://primlogic.se/
ProxData,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis","Rinmansgatan 7, 633 46 Eskilstuna",+46-16-137373,http://www.proxdata.se/
Svenska CD-DATA,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Chassis ,  Power Supply","Koppargatan 4, 271 39 Ystad",+46-411-79590,http://www.cddata.se/
Webhallen Sverige AB,Sweden,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse",Elsa Brändströms gata 52 129 52 HÄGERSTEN,+46-8-6736000,http://www.webhallen.com/se-sv/sok/?Change=1&Text=gigabyte
NTR Computer GmbH,Switzerland,"Motherboard ,  Graphics Card","Mühlentalstrasse 260, 8200 Schaffhausen, Switzerland",+41-52-644-00-22,http://www.ntrcomputer.ch/
"燦坤實業股份有限公司
TSANN KUEN ENTERPRISE CO.,LTD",Taiwan,"Motherboard ,  Graphics Card ,  Keyboard ,  Mouse ,  Headset ,  Chassis ,  Thermal Solution ,  Power Supply","台北市114內湖區堤頂大道一段331號5樓 5F., No.331, Sec. 1, Ti-Ding Blvd., Nei-Hu Dist., Taipei City 114, Taiwan (R.O.C.)",+886-02-77203999,http://www.tkec.com.tw/
鈦伝科技有限公司,Taiwan,"Motherboard ,  Graphics Card",+886-02-24281161,+886-02-2428-0853,http://www.taiyun.com.tw/
"文生實業有限公司
Vincent",Taiwan,"Motherboard ,  Graphics Card ,  Laptop ,  Tablet ,  External Storage Enclosure",台北市新生南路1段6號B2-30,+886-02-23923422,http://www.vincent.com.tw/
Bright IT,Thailand,"Motherboard ,  Graphics Card",Pantip Floor 4 Room 429,+66-02-6565503,
Compute & More,Thailand,"Motherboard ,  Graphics Card",Pantip Floor 4,+66-02-2549797,
Cyber Millennium,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 , Room 3317",+66-02-255-1793,
D-Concept,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 , Room 3112",+66-02-255-3617,
Feudal Lord.Com,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 ,Room 368",+66-02-254-9797,
Future Solution,Thailand,"Motherboard ,  Graphics Card",Pantip Floor 4 Room 418,+66-02-255-6748,
Gold Comp,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3, Room 3116",+66-02-256-0408,
IT Fever,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 , Room 369",+66-02-656-6023,
IT Spirit,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 4 Room 471-2 , Floor 3 Room 306",+66-02-656-5505-6,
J.I.B,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 Room 3115, Floor 3 Room 335 Floor M Room M4 , Floor 2 Room 273",+66-02-255-7703,
KD Com,Thailand,"Motherboard ,  Graphics Card","Pantip Floor M , Room M41",+66-02-255-1600,
M&D,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 2 , Room 264",+66-254-9697,
M-Inter,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 4 , Room 404-405, Floor 3 Room 3110/1 Floor 3 Room 308",+66-02-656-6101,
Newcastle,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 , Room 3399",+66-02-254-9797,
PC Outlet,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 4 Room 406-407, Floor 3 Room 320",+66-02-2560374,
Siam Softtech,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 , Room 3105",+66-02-254-9813,
WBC,Thailand,"Motherboard ,  Graphics Card","Pantip Floor 3 , Room 3111, Floor 3 Room 3113 Floor 3 Room 3106/1",+66-02-656-6041,
AKADEMİ BİLGİSAYAR,Turkey,"Motherboard ,  Graphics Card",PASA MH 26 SK NO:36/A Manisa Ege,+902364131320,http://www.akademitekno.com/
Akess Elektronik Bilgisayar Yazılım ve İnternet Hizmetleri,Turkey,"Motherboard ,  Graphics Card",Bozyokuş Mahallesi HacıAlibey Sokak No:11 10800 Balıkesir Marmara,+9 266 6625388,http://www.cesitbizde.com/
ATLAS ELEKTRONİK VE İLETİŞİM,Turkey,"Motherboard ,  Graphics Card",Zafer Mah. Şevketiye Cad No : 43 55080 Samsun Karadeniz,+90 362 2311231,http://www.hepindirimde.com/
AVSALLAR BİLGİSAYAR SİSTEMLERİ,Turkey,"Motherboard ,  Graphics Card",MERKEZ MAH. ÇAMLIK CAD. ÖZCAN APT. NO:14/E AVSALLAR/ALANYA 07410 Antalya Akdeniz,+90 242 5172045,http://www.avsallarbilgisayar.com/
AWAS BİLGİSAYAR,Turkey,"Motherboard ,  Graphics Card",YENİ BOSNA CAD AMASYA İŞ MERKEZİ 15/2 SAKARYA 54100 Sakarya Marmara,+0 264 2775023,http://awasbilgisayar.com/
Babacan,Turkey,"Motherboard ,  Graphics Card",Dereboyu Cad. No:12 Mecidiyeköy/Şişli İSTANBUL İstanbul Marmara,02123561020,http://www.oemci.com/
BAL BİLGİSAYAR,Turkey,"Motherboard ,  Graphics Card",BAHÇELİEVLER MAHALLESİ ABDULHAK HAMİT CADDESİ NO-44 Samsun Karadeniz,+90 362 2340637,http://www.balbilgisayar.com.tr/
BERLİN BİLGİSAYAR DIŞ TİC İTH.İHR.LTD.ŞTİ,Turkey,"Motherboard ,  Graphics Card",DEREBOYU CAD.NO:14 MECİDİYEKÖY İstanbul Marmara,+0 212 2169069,http://www.berlin.com.tr/
Bilgitek Teknoloji Sistemleri,Turkey,"Motherboard ,  Graphics Card",Atatürk Bulv. Şaban Sokak No:3 Gaziantep Güneydoğu Anadolu,+9 342 2203012,http://www.bilgitekno.net/
BOYACI BİLİŞİM HİZMETLERİ,Turkey,"Motherboard ,  Graphics Card",HAYDARÇAVUŞ MH. ATATÜRK CD. NO:49 10200 Balıkesir Marmara,+90 266 7143284,http://www.ucuzpc.net/
COMPUCORNER,Turkey,"Motherboard ,  Graphics Card",camikebir mah. istiklal cad. çoruh apt. b blok altı 10/a 16800 Bursa Marmara,+90 224 574 00 30,http://www.compucorner.com.tr/
Dilara Bilgisayar Trabzon,Turkey,"Motherboard ,  Graphics Card",Trabzon Cad. Belediye İşhanı No:8 Yomra/TRABZON 61250 Trabzon Karadeniz,+90 532 3200175,http://www.dilarabilgisayar.com/
Elmacık Bilgisayar Bilişim ve Reklamcılık San. ve Tic. Ltd. Şti.,Turkey,"Motherboard ,  Graphics Card",Tepebağ Mh. Cemal Gürsel Cd. No 40/C Seyhan Adana Adana Akdeniz,+90 322 3596727,http://www.elmacik.com/
EMD TEKNOLOJI,Turkey,"Motherboard ,  Graphics Card",Hürriyet mh. 284 sok. no:3 G.O.P / İSTANBUL İstanbul Marmara,0212 538 10 00,http://www.emdbilgisayar.com/
ERTEKİN BİLGİSAYAR,Turkey,"Motherboard ,  Graphics Card",HAMAM S. NO:5/2 57200 BOYABAT - SİNOP Sinop Karadeniz,+0 368 3153570,http://www.ertekinbilgisayar.com/
GÖKKUŞAĞI BİLGİSAYAR SAN VE TİC LTD ŞTİ,Turkey,"Motherboard ,  Graphics Card",BATI MAH. AKASYA SOK NO:25 K:1 D:1 PENDİK-İSTANBUL 34890 İstanbul Marmara,+9 0216 4919355,http://www.gokkusagi.com.tr/
GOLD COMPUTER & ELECTRONICS,Turkey,"Motherboard ,  Graphics Card",Tophanelioğlu Cad. No:4 Altunizade Üsküdar/İstanbul 03100 İstanbul Marmara,+90 216 554 75 75,http://www.gold.com.tr/
Güven Bilgisayar,Turkey,"Motherboard ,  Graphics Card",Yıldırım Beyazıt Mh. Mevlana Sk. No:14 31900 Hatay-Antakya Akdeniz,+903267555486,http://www.gvnbilgisayar.com/
Habim Bilişim Müh.Müş.Ltd.Şti.,Turkey,"Motherboard ,  Graphics Card",İpekyolu Cad. No:36 63100 Şanlıurfa Güneydoğu Anadolu,+90 414 3160124,http://www.habim.com.tr/
Hendese,Turkey,"Motherboard ,  Graphics Card",Dereboyu Cad.No:17/A Mecidiyeköy/İSTANBUL İstanbul Marmara,02122726020,http://www.hendese.com.tr/
Huzur Bilişim Teknolojileri,Turkey,"Motherboard ,  Graphics Card",Alibey Mahallesi Alibey Çeşme Cad. Kader Apt. No:4 D:1 34570 İstanbul Marmara,+90 212 7281664,http://www.huzurbilisim.com/
IPM BILGI ISLEM LTD STI,Turkey,"Motherboard ,  Graphics Card",Şehit Ertuğrul Kabataş Cd. Kasımpatı Sok. No:6/A Mecidiyeköy İstanbul Marmara,+90 212 2136466,http://www.prpazar.com/
Macrocom Bil.Ltd.Şti.,Turkey,"Motherboard ,  Graphics Card",KIBRIS CAD. NO:54/A Aydın Ege,+902562125850,http://http//www.macrocom.com.tr
Makbim Bilgisayar,Turkey,"Motherboard ,  Graphics Card",Reşatbey Mh. ordu Cd. No : 39/ B Seyhan 01120 Adana Akdeniz,03224582969,http://www.makbim.com/
Maksimum Bilgisayar,Turkey,"Motherboard ,  Graphics Card",Pirimehmet Mah.Mimar Sinan Cd.1738 Sk.No:2 Isparta Isparta Akdeniz,,http://www.maksimumbilgisayar.com/
Marist Bilgisayar Ve Güvenlik Sis Tic Taş Tur San İth ve İhr Ltd Şti,Turkey,"Motherboard ,  Graphics Card",kemeraltı mah. 60. Sok No:15/2 marmaris 48700 Muğla Ege,+90 252 412 75 72,http://www.maristbilgisayar.com/
MİKROSET BÜRO MALZEMELERİ ELEKTRONİK BİLİŞİM SAN. TİC. LTD. ŞTİ,Turkey,"Motherboard ,  Graphics Card",ŞAİR EŞREF BULV. NO:6/A ÇANKAYA İzmir Ege,+90 232 4469246,http://www.mikroset.com/
Mira Bilgisayar ve Güvenlik Sistemleri,Turkey,"Motherboard ,  Graphics Card",Erzene Mah. 83 Sok. No:3/A İzmir Ege,0 232 339 39 82,http://www.mirabilgisayar.net/
NOVA ELEKTRONİK SİS. LTD. ŞTİ.,Turkey,"Motherboard ,  Graphics Card",KARANFİL SOK. NO:18/10 KIZILAY 06520 Ankara İç Anadolu,+90 312 4186883,http://www.novabilgisayar.com/
